sent_num	file	path	ctx_nodes	sentence
384	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	the/D	If air extinguish flame in consequence of its being previously saturated with phlogiston , it must , in this case , have been transferred from the water to the air .
384	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	transfer/V	If air extinguish flame in consequence of its being previously saturated with phlogiston , it must , in this case , have been transferred from the water to the air .
385	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_case	in/A	A candle would not burn in the air , but a mouse lived in it very well .
385	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	chi_det	the/D	A candle would not burn in the air , but a mouse lived in it very well .
385	Royal_Society_Corpus_open_v6.0_text_106051_1772.txt	pa_obl	burn/V	A candle would not burn in the air , but a mouse lived in it very well .
386	Royal_Society_Corpus_open_v6.0_text_106167_1773.txt	chi_case	in/A	In the instant his lower surface touched the water in his descent , he always gave a violent shock , and another still more violent in the instant of quitting the water in his ascent ; both which shocks , but particularly the last , were accompanied with a writhing in his body , as if meant to force an escape : Besides these two shocks from the surface of the water , which may yet be considered as delivered in the air , he constantly gave at least two , when wholly in the air , and constantly one and sometimes two , when wholly in the water .
386	Royal_Society_Corpus_open_v6.0_text_106167_1773.txt	chi_det	the/D	In the instant his lower surface touched the water in his descent , he always gave a violent shock , and another still more violent in the instant of quitting the water in his ascent ; both which shocks , but particularly the last , were accompanied with a writhing in his body , as if meant to force an escape : Besides these two shocks from the surface of the water , which may yet be considered as delivered in the air , he constantly gave at least two , when wholly in the air , and constantly one and sometimes two , when wholly in the water .
386	Royal_Society_Corpus_open_v6.0_text_106167_1773.txt	pa_obl	deliver/V	In the instant his lower surface touched the water in his descent , he always gave a violent shock , and another still more violent in the instant of quitting the water in his ascent ; both which shocks , but particularly the last , were accompanied with a writhing in his body , as if meant to force an escape : Besides these two shocks from the surface of the water , which may yet be considered as delivered in the air , he constantly gave at least two , when wholly in the air , and constantly one and sometimes two , when wholly in the water .
387	Royal_Society_Corpus_open_v6.0_text_106137_1773.txt	chi_case	into/A	And it is no wonder if , after this great discovery , we find him , and other electricians , pursuing new experiments of this kind , and raising those points higher into the air , to collect still greater quantities of that fluid which occasions lightning .
387	Royal_Society_Corpus_open_v6.0_text_106137_1773.txt	chi_det	the/D	And it is no wonder if , after this great discovery , we find him , and other electricians , pursuing new experiments of this kind , and raising those points higher into the air , to collect still greater quantities of that fluid which occasions lightning .
387	Royal_Society_Corpus_open_v6.0_text_106137_1773.txt	pa_obl	high/A	And it is no wonder if , after this great discovery , we find him , and other electricians , pursuing new experiments of this kind , and raising those points higher into the air , to collect still greater quantities of that fluid which occasions lightning .
388	Royal_Society_Corpus_open_v6.0_text_106095_1771.txt	chi_case	to/A	Melted metals , glass , resins , &amp ;c. appear to continue fluid for a longer time , after being taken from the fire , by having their parts moved , than if they are left at rest ; because the superficies which is exposed to the air is constantly changing , and the whole mass becomes uniformly cold and fixed at once , as soon as it has parted with the heat necessary for its fusion .
388	Royal_Society_Corpus_open_v6.0_text_106095_1771.txt	chi_det	the/D	Melted metals , glass , resins , &amp ;c. appear to continue fluid for a longer time , after being taken from the fire , by having their parts moved , than if they are left at rest ; because the superficies which is exposed to the air is constantly changing , and the whole mass becomes uniformly cold and fixed at once , as soon as it has parted with the heat necessary for its fusion .
388	Royal_Society_Corpus_open_v6.0_text_106095_1771.txt	pa_obl	expose/V	Melted metals , glass , resins , &amp ;c. appear to continue fluid for a longer time , after being taken from the fire , by having their parts moved , than if they are left at rest ; because the superficies which is exposed to the air is constantly changing , and the whole mass becomes uniformly cold and fixed at once , as soon as it has parted with the heat necessary for its fusion .
